Name,Team,Positon,Age,Apps,HeightCM,WeightKG,Goals,Assists,Passes,Wins,Losses,Yellowcards,Redcards,Fouls,Wins_ratio,Yellowcardsd_ratio,Fouls_ratio,Passes_ratio,Ycards_ratio_dicretized,Fouls_ratio_dicretized,Goals_ratio
Kai Havertz,Chelsea,Midfielder,21,26,189.0,82.0,4,3,754,10,8,2,0,26,0.38461538461538464,0.07692307692307693,1.0,29.0,Medium,High,0.15384615384615385
Faustino Anjorin,Chelsea,Midfielder,19,1,185.0,73.0,0,0,7,1,0,0,0,0,1.0,0.0,0.0,7.0,Low,Low,0.0
Lewis Bate,Chelsea,Midfielder,18,0,184.0,74.0,0,0,0,0,0,0,0,0,,,,,,,
Timo Werner,Chelsea,Forward,25,33,180.0,76.0,6,8,750,17,7,1,0,22,0.5151515151515151,0.030303030303030304,0.6666666666666666,22.727272727272727,Low,Medium,0.18181818181818182
Tammy Abraham,Chelsea,Forward,23,89,190.0,80.0,26,5,922,36,33,2,0,56,0.4044943820224719,0.02247191011235955,0.6292134831460674,10.359550561797754,Low,Medium,0.29213483146067415
Olivier Giroud,Chelsea,Forward,34,254,192.0,93.0,90,28,4935,140,59,19,2,237,0.5511811023622047,0.07480314960629922,0.9330708661417323,19.429133858267715,Medium,High,0.3543307086614173
Callum Hudson-Odoi,Chelsea,Forward,20,57,182.0,76.0,3,9,1211,29,16,1,0,23,0.5087719298245614,0.017543859649122806,0.40350877192982454,21.24561403508772,Low,Low,0.05263157894736842
Wayne Hennessey,Crystal Palace,Goalkeeper,34,181,198.0,90.0,0,1,4858,47,94,4,0,1,0.2596685082872928,0.022099447513812154,0.0055248618784530384,26.83977900552486,Low,Low,0.0
Vicente Guaita,Crystal Palace,Goalkeeper,34,90,190.0,81.0,0,0,2252,32,37,5,0,1,0.35555555555555557,0.05555555555555555,0.011111111111111112,25.022222222222222,Low,Low,0.0
Jack Butland,Crystal Palace,Goalkeeper,28,77,196.0,95.0,0,0,2327,22,33,0,0,1,0.2857142857142857,0.0,0.012987012987012988,30.22077922077922,Low,Low,0.0
Stephen Henderson,Crystal Palace,Goalkeeper,33,0,193.0,87.0,0,0,0,0,0,0,0,0,,,,,,,
Nathan Ferguson,Crystal Palace,Defender,20,0,178.0,74.0,0,0,0,0,0,0,0,0,,,,,,,
Joel Ward,Crystal Palace,Defender,31,222,188.0,83.0,4,6,7143,71,105,31,0,228,0.31981981981981983,0.13963963963963963,1.027027027027027,32.17567567567568,High,High,0.018018018018018018
Patrick van Aanholt,Crystal Palace,Defender,30,212,176.0,74.0,20,15,7782,63,102,21,0,105,0.2971698113207547,0.09905660377358491,0.49528301886792453,36.70754716981132,Medium,Low,0.09433962264150944
James Tomkins,Crystal Palace,Defender,32,268,192.0,74.0,12,7,8350,85,118,47,2,169,0.31716417910447764,0.17537313432835822,0.6305970149253731,31.15671641791045,High,Medium,0.04477611940298507
Scott Dann,Crystal Palace,Defender,34,241,188.0,76.0,16,11,7013,78,104,35,0,151,0.3236514522821577,0.14522821576763487,0.6265560165975104,29.099585062240664,High,Medium,0.06639004149377593
Mamadou Sakho,Crystal Palace,Defender,31,128,187.0,83.0,3,2,5989,53,45,6,1,41,0.4140625,0.046875,0.3203125,46.7890625,Low,Low,0.0234375
Gary Cahill,Crystal Palace,Defender,35,391,193.0,86.0,28,11,13384,171,133,41,3,277,0.4373401534526854,0.10485933503836317,0.7084398976982097,34.230179028132994,Medium,Medium,0.07161125319693094
Martin Kelly,Crystal Palace,Defender,31,153,191.0,77.0,0,5,3820,55,62,14,0,117,0.35947712418300654,0.0915032679738562,0.7647058823529411,24.96732026143791,Medium,Medium,0.0
Nathaniel Clyne,Crystal Palace,Defender,30,198,175.0,67.0,4,11,8171,84,66,20,0,105,0.42424242424242425,0.10101010101010101,0.5303030303030303,41.26767676767677,Medium,Low,0.020202020202020204
Tyrick Mitchell,Crystal Palace,Defender,21,20,179.64,74.0,0,0,607,6,10,2,0,9,0.3,0.1,0.45,30.35,Medium,Low,0.0
Sam Woods,Crystal Palace,Defender,22,0,181.047619047619,73.45,0,0,0,0,0,0,0,0,,,,,,,
Reece Hannam,Crystal Palace,Defender,20,0,178.55,71.85714285714286,0,0,0,0,0,0,0,0,,,,,,,
Luka Milivojevic,Crystal Palace,Midfielder,30,150,186.0,80.0,28,5,6855,49,66,42,1,244,0.32666666666666666,0.28,1.6266666666666667,45.7,High,High,0.18666666666666668
Cheikhou KouyatÃ©,Crystal Palace,Midfielder,31,228,189.0,83.0,14,10,6975,73,90,28,1,269,0.3201754385964912,0.12280701754385964,1.1798245614035088,30.592105263157894,Medium,High,0.06140350877192982
Andros Townsend,Crystal Palace,Midfielder,29,240,181.0,77.0,22,25,5302,86,105,14,0,98,0.35833333333333334,0.058333333333333334,0.4083333333333333,22.091666666666665,Medium,Low,0.09166666666666666
Jeffrey Schlupp,Crystal Palace,Midfielder,28,170,178.0,72.0,13,10,3462,62,71,16,0,123,0.36470588235294116,0.09411764705882353,0.7235294117647059,20.36470588235294,Medium,Medium,0.07647058823529412
James McArthur,Crystal Palace,Midfielder,33,298,178.0,75.0,23,20,10794,96,134,48,0,400,0.3221476510067114,0.1610738255033557,1.342281879194631,36.22147651006711,High,High,0.07718120805369127
James McCarthy,Crystal Palace,Midfielder,30,269,180.0,72.0,13,12,11037,90,107,48,1,310,0.3345724907063197,0.17843866171003717,1.1524163568773234,41.02973977695167,High,High,0.048327137546468404
Jairo Riedewald,Crystal Palace,Midfielder,24,60,182.0,79.0,2,0,1095,17,29,3,0,26,0.2833333333333333,0.05,0.43333333333333335,18.25,Low,Low,0.03333333333333333
Eberechi Eze,Crystal Palace,Midfielder,22,33,181.047619047619,73.45,4,5,1043,11,16,3,0,17,0.3333333333333333,0.09090909090909091,0.5151515151515151,31.606060606060606,Medium,Low,0.12121212121212122
Jesurun Rak-Sakyi,Crystal Palace,Midfielder,18,0,184.0,74.0,0,0,0,0,0,0,0,0,,,,,,,
Jordan Ayew,Crystal Palace,Forward,29,168,182.0,80.0,26,12,3554,45,86,21,2,262,0.26785714285714285,0.125,1.5595238095238095,21.154761904761905,Medium,High,0.15476190476190477
Wilfried Zaha,Crystal Palace,Forward,29,242,182.97777777777782,77.17777777777778,46,26,5204,78,105,38,1,312,0.32231404958677684,0.15702479338842976,1.2892561983471074,21.50413223140496,High,High,0.19008264462809918
Christian Benteke,Crystal Palace,Forward,30,253,190.0,83.0,80,21,6200,80,120,35,4,389,0.31620553359683795,0.1383399209486166,1.5375494071146245,24.50592885375494,High,High,0.31620553359683795
Michy Batshuayi,Crystal Palace,Forward,27,77,184.0,74.0,15,4,584,41,26,0,0,36,0.5324675324675324,0.0,0.4675324675324675,7.584415584415584,Low,Low,0.19480519480519481
Jean-Philippe Mateta,Crystal Palace,Forward,23,7,192.0,88.0,1,0,47,1,5,0,0,3,0.14285714285714285,0.0,0.42857142857142855,6.714285714285714,Low,Low,0.14285714285714285
Connor Wickham,Crystal Palace,Forward,28,120,191.0,90.0,19,7,2003,29,59,11,0,147,0.24166666666666667,0.09166666666666666,1.225,16.691666666666666,Medium,High,0.15833333333333333
Jordan Pickford,Everton,Goalkeeper,27,173,185.0,77.0,0,0,5397,60,74,4,0,4,0.3468208092485549,0.023121387283236993,0.023121387283236993,31.196531791907514,Low,Low,0.0
JoÃ£o VirgÃ­nia,Everton,Goalkeeper,21,1,191.0,83.0,0,0,12,0,1,0,0,0,0.0,0.0,0.0,12.0,Low,Low,0.0
Robin Olsen,Everton,Goalkeeper,31,7,196.0,86.0,0,0,176,2,2,1,0,0,0.2857142857142857,0.14285714285714285,0.0,25.142857142857142,High,Low,0.0
Harry Tyrer,Everton,Goalkeeper,19,0,179.58823529411762,69.38461538461539,0,0,0,0,0,0,0,0,,,,,,,
Zan-Luk Leban,Everton,Goalkeeper,18,0,184.0,74.0,0,0,0,0,0,0,0,0,,,,,,,
Mason Holgate,Everton,Defender,24,90,184.0,63.0,1,4,3461,39,24,19,0,71,0.43333333333333335,0.2111111111111111,0.7888888888888889,38.455555555555556,High,Medium,0.011111111111111112
Michael Keane,Everton,Defender,28,183,191.0,82.0,8,6,7730,66,73,17,0,96,0.36065573770491804,0.09289617486338798,0.5245901639344263,42.240437158469945,Medium,Low,0.04371584699453552
Lucas Digne,Everton,Defender,27,97,178.0,74.0,4,18,3977,38,35,13,2,111,0.3917525773195876,0.13402061855670103,1.1443298969072164,41.0,High,High,0.041237113402061855
Yerry Mina,Everton,Defender,26,65,195.0,94.0,5,1,3062,28,21,8,0,55,0.4307692307692308,0.12307692307692308,0.8461538461538461,47.10769230769231,Medium,Medium,0.07692307692307693
SÃ©amus Coleman,Everton,Defender,32,297,177.0,67.0,20,24,9398,122,86,29,2,205,0.4107744107744108,0.09764309764309764,0.6902356902356902,31.643097643097644,Medium,Medium,0.06734006734006734
Niels Nkounkou,Everton,Defender,20,1,178.55,71.85714285714286,0,0,23,0,1,1,0,1,0.0,1.0,1.0,23.0,High,High,0.0
Ben Godfrey,Everton,Defender,23,58,183.0,74.0,0,2,2739,17,30,7,1,28,0.29310344827586204,0.1206896551724138,0.4827586206896552,47.224137931034484,Medium,Low,0.0
Thierry Small,Everton,Defender,16,0,179.0,75.0,0,0,0,0,0,0,0,0,,,,,,,
Ryan Astley,Everton,Defender,19,0,179.58823529411762,69.38461538461539,0,0,0,0,0,0,0,0,,,,,,,
Kyle John,Everton,Defender,20,0,178.55,71.85714285714286,0,0,0,0,0,0,0,0,,,,,,,
Reece Welch,Everton,Defender,17,0,183.0,72.5,0,0,0,0,0,0,0,0,,,,,,,
Fabian Delph,Everton,Midfielder,31,193,174.0,60.0,7,8,9074,79,77,30,3,143,0.40932642487046633,0.15544041450777202,0.7409326424870466,47.015544041450774,High,Medium,0.03626943005181347
Gylfi Sigurdsson,Everton,Midfielder,31,315,186.0,79.0,67,49,8490,128,119,22,0,211,0.40634920634920635,0.06984126984126984,0.6698412698412698,26.952380952380953,Medium,Medium,0.2126984126984127
AndrÃ© Gomes,Everton,Midfielder,27,72,188.0,84.0,1,3,2913,28,27,16,0,122,0.3888888888888889,0.2222222222222222,1.6944444444444444,40.458333333333336,High,High,0.013888888888888888
Jean-Philippe Gbamin,Everton,Midfielder,27,3,181.93023255813952,75.97619047619048,0,0,79,1,0,0,0,2,0.3333333333333333,0.0,0.6666666666666666,26.333333333333332,Low,Medium,0.0
Tom Davies,Everton,Midfielder,22,128,180.0,70.0,5,5,3562,57,40,25,0,141,0.4453125,0.1953125,1.1015625,27.828125,High,High,0.0390625
Allan,Everton,Midfielder,30,21,173.0,73.0,0,0,906,10,7,6,0,31,0.47619047619047616,0.2857142857142857,1.4761904761904763,43.142857142857146,High,High,0.0
James RodrÃ­guez,Everton,Midfielder,29,22,180.0,75.0,6,4,967,8,7,3,0,15,0.36363636363636365,0.13636363636363635,0.6818181818181818,43.95454545454545,High,Medium,0.2727272727272727
Abdoulaye DoucourÃ©,Everton,Midfielder,28,155,184.0,75.0,19,14,7902,52,73,36,0,164,0.33548387096774196,0.23225806451612904,1.0580645161290323,50.980645161290326,High,High,0.12258064516129032
Tyler Onyango,Everton,Midfielder,18,0,184.0,74.0,0,0,0,0,0,0,0,0,,,,,,,
Muhamed Besic,Everton,Midfielder,18,46,184.0,74.0,0,0,1339,14,17,11,0,42,0.30434782608695654,0.2391304347826087,0.9130434782608695,29.108695652173914,High,High,0.0
Nathan Broadhead,Everton,Midfielder,23,1,178.0,73.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,2.0,Low,Low,0.0
Isaac Price,Everton,Midfielder,17,0,183.0,72.5,0,0,0,0,0,0,0,0,,,,,,,
Richarlison,Everton,Forward,24,140,184.0,83.0,37,11,3084,54,55,20,2,141,0.38571428571428573,0.14285714285714285,1.0071428571428571,22.02857142857143,High,High,0.2642857142857143
Dominic Calvert-Lewin,Everton,Forward,24,144,187.0,71.0,40,9,2168,56,55,20,0,172,0.3888888888888889,0.1388888888888889,1.1944444444444444,15.055555555555555,High,High,0.2777777777777778
Alex Iwobi,Everton,Forward,25,154,180.0,75.0,13,18,4491,71,50,2,0,54,0.461038961038961,0.012987012987012988,0.35064935064935066,29.162337662337663,Low,Low,0.08441558441558442
Bernard,Everton,Forward,28,71,166.0,57.0,5,5,1579,25,31,9,0,42,0.352112676056338,0.1267605633802817,0.5915492957746479,22.239436619718308,Medium,Medium,0.07042253521126761
Joshua King,Everton,Forward,29,172,180.0,74.0,48,14,3198,50,82,8,0,234,0.29069767441860467,0.046511627906976744,1.3604651162790697,18.593023255813954,Low,High,0.27906976744186046
Marek RodÃ¡k,Fulham,Goalkeeper,24,1,194.0,81.0,0,0,25,0,1,0,0,0,0.0,0.0,0.0,25.0,Low,Low,0.0
Fabri,Fulham,Goalkeeper,33,2,184.0,79.0,0,0,47,0,2,0,0,0,0.0,0.0,0.0,23.5,Low,Low,0.0
Alphonse Areola,Fulham,Goalkeeper,28,35,195.0,94.0,0,0,803,5,18,1,0,0,0.14285714285714285,0.02857142857142857,0.0,22.942857142857143,Low,Low,0.0
Michael Hector,Fulham,Defender,28,4,193.0,82.0,0,0,186,0,3,2,0,5,0.0,0.5,1.25,46.5,High,High,0.0
Denis Odoi,Fulham,Defender,32,34,178.0,72.0,0,1,1500,7,22,5,0,44,0.20588235294117646,0.14705882352941177,1.2941176470588236,44.11764705882353,High,High,0.0
Tim Ream,Fulham,Defender,33,44,186.0,80.0,0,1,1767,9,27,2,0,18,0.20454545454545456,0.045454545454545456,0.4090909090909091,40.15909090909091,Low,Low,0.0
Joe Bryan,Fulham,Defender,27,42,173.0,75.0,0,1,1190,8,27,7,0,33,0.19047619047619047,0.16666666666666666,0.7857142857142857,28.333333333333332,High,Medium,0.0
Antonee Robinson,Fulham,Defender,23,28,183.0,70.0,0,0,1047,4,13,4,1,20,0.14285714285714285,0.14285714285714285,0.7142857142857143,37.392857142857146,High,Medium,0.0
Kenny Tete,Fulham,Defender,25,20,180.0,71.0,0,1,618,3,11,2,0,26,0.15,0.1,1.3,30.9,Medium,High,0.0
Ola Aina,Fulham,Defender,24,34,184.0,82.0,2,1,1478,8,15,3,0,32,0.23529411764705882,0.08823529411764706,0.9411764705882353,43.470588235294116,Medium,High,0.058823529411764705
Joachim Andersen,Fulham,Defender,24,30,192.0,90.0,1,1,1911,5,14,7,1,38,0.16666666666666666,0.23333333333333334,1.2666666666666666,63.7,High,High,0.03333333333333333
Tosin Adarabioyo,Fulham,Defender,23,31,196.0,80.0,0,0,1758,5,14,1,0,14,0.16129032258064516,0.03225806451612903,0.45161290322580644,56.70967741935484,Low,Low,0.0
Terence Kongolo,Fulham,Defender,27,46,188.0,70.0,1,1,1504,6,32,4,0,26,0.13043478260869565,0.08695652173913043,0.5652173913043478,32.69565217391305,Medium,Low,0.021739130434782608
Kevin McDonald,Fulham,Midfielder,32,41,192.0,95.0,1,1,1285,3,29,9,1,33,0.07317073170731707,0.21951219512195122,0.8048780487804879,31.341463414634145,High,Medium,0.024390243902439025
Tom Cairney,Fulham,Midfielder,30,52,186.0,84.0,3,2,2401,8,34,3,0,24,0.15384615384615385,0.057692307692307696,0.46153846153846156,46.17307692307692,Medium,Low,0.057692307692307696
Josh Onomah,Fulham,Midfielder,24,23,185.0,70.0,0,0,181,9,10,1,0,12,0.391304347826087,0.043478260869565216,0.5217391304347826,7.869565217391305,Low,Low,0.0
AndrÃ©-Frank Zambo Anguissa,Fulham,Midfielder,25,56,184.0,78.0,0,3,2375,8,34,7,1,67,0.14285714285714285,0.125,1.1964285714285714,42.410714285714285,Medium,High,0.0
Mario Lemina,Fulham,Midfielder,27,73,184.0,85.0,3,2,2631,13,34,11,0,89,0.1780821917808219,0.1506849315068493,1.2191780821917808,36.04109589041096,High,High,0.0410958904109589
Harrison Reed,Fulham,Midfielder,26,47,181.0,72.0,0,2,1765,14,18,5,0,47,0.2978723404255319,0.10638297872340426,1.0,37.5531914893617,Medium,High,0.0
Fabio Carvalho,Fulham,Midfielder,18,2,184.0,74.0,1,0,35,0,2,0,0,0,0.0,0.0,0.0,17.5,Low,Low,0.5
Ruben Loftus-Cheek,Fulham,Midfielder,25,106,191.0,88.0,10,6,2530,39,34,4,0,67,0.36792452830188677,0.03773584905660377,0.6320754716981132,23.867924528301888,Low,Medium,0.09433962264150944
Tyrese Francois,Fulham,Midfielder,20,0,166.0,55.0,0,0,0,0,0,0,0,0,,,,,,,
Aleksandar Mitrovic,Fulham,Forward,26,104,189.0,90.0,24,10,2179,20,60,14,2,136,0.19230769230769232,0.1346153846153846,1.3076923076923077,20.951923076923077,High,High,0.23076923076923078
Bobby De Cordova-Reid,Fulham,Forward,28,58,170.0,68.0,10,3,1009,12,32,7,0,39,0.20689655172413793,0.1206896551724138,0.6724137931034483,17.396551724137932,Medium,Medium,0.1724137931034483
Ivan Cavaleiro,Fulham,Forward,27,57,175.0,73.0,6,1,953,15,27,3,0,40,0.2631578947368421,0.05263157894736842,0.7017543859649122,16.719298245614034,Low,Medium,0.10526315789473684
Ademola Lookman,Fulham,Forward,23,68,174.0,71.0,5,7,1388,21,25,4,0,60,0.3088235294117647,0.058823529411764705,0.8823529411764706,20.41176470588235,Medium,High,0.07352941176470588
Josh Maja,Fulham,Forward,22,14,180.0,74.0,3,0,175,3,7,0,0,7,0.21428571428571427,0.0,0.5,12.5,Low,Low,0.21428571428571427
Sylvester Jasper,Fulham,Forward,19,0,179.58823529411762,69.38461538461539,0,0,0,0,0,0,0,0,,,,,,,
Kiko Casilla,Leeds United,Goalkeeper,34,1,190.0,86.0,0,0,24,0,1,0,0,0,0.0,0.0,0.0,24.0,Low,Low,0.0
Illan Meslier,Leeds United,Goalkeeper,21,35,193.0,74.0,0,0,1080,16,14,0,0,1,0.45714285714285713,0.0,0.02857142857142857,30.857142857142858,Low,Low,0.0
Elia Caprile,Leeds United,Goalkeeper,19,0,179.58823529411762,69.38461538461539,0,0,0,0,0,0,0,0,,,,,,,
Luke Ayling,Leeds United,Defender,29,36,185.0,72.0,0,0,2264,16,15,7,0,28,0.4444444444444444,0.19444444444444445,0.7777777777777778,62.888888888888886,High,Medium,0.0
Liam Cooper,Leeds United,Defender,29,25,180.0,73.0,1,0,1554,10,13,3,1,19,0.4,0.12,0.76,62.16,Medium,Medium,0.04
Pascal Struijk,Leeds United,Defender,21,25,179.64,74.0,1,0,1269,11,11,2,0,24,0.44,0.08,0.96,50.76,Medium,High,0.04
Robin Koch,Leeds United,Defender,24,17,192.0,83.0,0,0,769,8,6,1,0,17,0.47058823529411764,0.058823529411764705,1.0,45.23529411764706,Medium,High,0.0
Charlie Cresswell,Leeds United,Defender,18,0,184.0,74.0,0,0,0,0,0,0,0,0,,,,,,,
Diego Llorente,Leeds United,Defender,27,14,186.0,75.0,1,0,691,7,4,1,0,14,0.5,0.07142857142857142,1.0,49.357142857142854,Medium,High,0.07142857142857142
Leif Davis,Leeds United,Defender,21,2,166.0,74.0,0,0,19,0,1,0,0,1,0.0,0.0,0.5,9.5,Low,Low,0.0
Oliver Casey,Leeds United,Defender,20,0,178.55,71.85714285714286,0,0,0,0,0,0,0,0,,,,,,,
Gaetano Berardi,Leeds United,Defender,32,0,179.0,70.0,0,0,0,0,0,0,0,0,,,,,,,
Cody Drameh,Leeds United,Defender,19,0,179.58823529411762,69.38461538461539,0,0,0,0,0,0,0,0,,,,,,,
Adam Forshaw,Leeds United,Midfielder,29,35,174.0,71.0,0,1,1355,6,16,4,0,33,0.17142857142857143,0.11428571428571428,0.9428571428571428,38.714285714285715,Medium,High,0.0
Ezgjan Alioski,Leeds United,Midfielder,29,34,173.0,63.0,2,3,1302,16,13,7,0,37,0.47058823529411764,0.20588235294117646,1.088235294117647,38.294117647058826,High,High,0.058823529411764705
Stuart Dallas,Leeds United,Midfielder,30,36,183.0,81.0,8,2,1872,16,15,6,0,39,0.4444444444444444,0.16666666666666666,1.0833333333333333,52.0,High,High,0.2222222222222222
Pablo HernÃ¡ndez,Leeds United,Midfielder,36,72,173.0,64.0,5,15,2629,20,34,6,0,30,0.2777777777777778,0.08333333333333333,0.4166666666666667,36.513888888888886,Medium,Low,0.06944444444444445
Kalvin Phillips,Leeds United,Midfielder,25,27,178.0,72.0,0,2,1329,14,8,8,0,40,0.5185185185185185,0.2962962962962963,1.4814814814814814,49.22222222222222,High,High,0.0
Mateusz Klich,Leeds United,Midfielder,30,35,183.0,75.0,4,5,1467,15,15,6,0,46,0.42857142857142855,0.17142857142857143,1.3142857142857143,41.91428571428571,High,High,0.11428571428571428
Jamie Shackleton,Leeds United,Midfielder,21,13,168.0,65.0,0,0,192,6,7,0,0,3,0.46153846153846156,0.0,0.23076923076923078,14.76923076923077,Low,Low,0.0
Jack Harrison,Leeds United,Midfielder,24,34,175.0,70.0,8,8,941,15,15,2,0,25,0.4411764705882353,0.058823529411764705,0.7352941176470589,27.676470588235293,Medium,Medium,0.23529411764705882
Jack Jenkins,Leeds United,Midfielder,19,0,179.58823529411762,69.38461538461539,0,0,0,0,0,0,0,0,,,,,,,
Crysencio Summerville,Leeds United,Midfielder,19,0,179.58823529411762,69.38461538461539,0,0,0,0,0,0,0,0,,,,,,,
Ian Poveda-Ocampo,Leeds United,Forward,21,14,179.64,74.0,0,0,111,4,6,0,0,5,0.2857142857142857,0.0,0.35714285714285715,7.928571428571429,Low,Low,0.0
Patrick Bamford,Leeds United,Forward,27,63,185.0,71.0,16,7,658,19,34,4,0,54,0.30158730158730157,0.06349206349206349,0.8571428571428571,10.444444444444445,Medium,Medium,0.25396825396825395
Tyler Roberts,Leeds United,Forward,22,26,180.0,75.0,0,2,457,10,11,4,0,24,0.38461538461538464,0.15384615384615385,0.9230769230769231,17.576923076923077,High,High,0.0
Joe Gelhardt,Leeds United,Forward,19,0,179.0,69.38461538461539,0,0,0,0,0,0,0,0,,,,,,,
Rodrigo,Leeds United,Forward,30,41,182.0,77.0,7,2,685,15,20,3,0,26,0.36585365853658536,0.07317073170731707,0.6341463414634146,16.70731707317073,Medium,Medium,0.17073170731707318
Raphinha,Leeds United,Forward,24,28,176.0,68.0,6,8,817,14,12,3,0,13,0.5,0.10714285714285714,0.4642857142857143,29.178571428571427,Medium,Low,0.21428571428571427
HÃ©lder Costa,Leeds United,Forward,27,47,178.0,73.0,4,5,745,17,20,3,0,40,0.3617021276595745,0.06382978723404255,0.851063829787234,15.851063829787234,Medium,Medium,0.0851063829787234
Niall Huggins,Leeds United,Forward,20,1,178.55,71.85714285714286,0,0,17,0,1,0,0,0,0.0,0.0,0.0,17.0,Low,Low,0.0
Sam Greenwood,Leeds United,Forward,19,0,185.0,69.38461538461539,0,0,0,0,0,0,0,0,,,,,,,
Kasper Schmeichel,Leicester City,Goalkeeper,34,245,189.0,89.0,0,0,7140,109,79,11,0,0,0.4448979591836735,0.044897959183673466,0.0,29.142857142857142,Low,Low,0.0
Danny Ward,Leicester City,Goalkeeper,27,2,191.0,88.0,0,0,49,1,1,0,0,0,0.5,0.0,0.0,24.5,Low,Low,0.0
Eldin Jakupovic,Leicester City,Goalkeeper,36,28,191.0,85.0,0,0,769,9,13,0,0,0,0.32142857142857145,0.0,0.0,27.464285714285715,Low,Low,0.0
Jakub Stolarczyk,Leicester City,Goalkeeper,20,0,178.55,71.85714285714286,0,0,0,0,0,0,0,0,,,,,,,
James Justin,Leicester City,Defender,23,36,183.0,80.0,2,2,1736,19,10,5,0,24,0.5277777777777778,0.1388888888888889,0.6666666666666666,48.22222222222222,High,Medium,0.05555555555555555
Ãaglar SÃ¶yÃ¼ncÃ¼,Leicester City,Defender,24,61,185.0,82.0,2,1,3833,31,15,7,1,54,0.5081967213114754,0.11475409836065574,0.8852459016393442,62.83606557377049,Medium,High,0.03278688524590164
Wes Morgan,Leicester City,Defender,37,170,186.0,101.0,8,2,4439,72,60,12,3,129,0.4235294117647059,0.07058823529411765,0.7588235294117647,26.111764705882354,Medium,Medium,0.047058823529411764
Jonny Evans,Leicester City,Defender,33,325,188.0,77.0,13,11,15090,160,94,51,3,257,0.49230769230769234,0.15692307692307692,0.7907692307692308,46.43076923076923,High,Medium,0.04
Daniel Amartey,Leicester City,Defender,26,58,186.0,79.0,2,1,1923,23,23,7,1,44,0.39655172413793105,0.1206896551724138,0.7586206896551724,33.1551724137931,Medium,Medium,0.034482758620689655
Ricardo Pereira,Leicester City,Defender,27,76,175.0,70.0,5,9,3539,35,29,10,0,102,0.4605263157894737,0.13157894736842105,1.3421052631578947,46.56578947368421,Medium,High,0.06578947368421052
Christian Fuchs,Leicester City,Defender,35,116,187.0,89.0,2,9,4575,54,35,19,0,93,0.46551724137931033,0.16379310344827586,0.8017241379310345,39.439655172413794,High,Medium,0.017241379310344827
Timothy Castagne,Leicester City,Defender,25,25,185.0,80.0,2,3,1236,14,7,1,0,20,0.56,0.04,0.8,49.44,Low,Medium,0.08
Wesley Fofana,Leicester City,Defender,20,26,190.0,71.85714285714286,0,0,1625,14,8,6,0,34,0.5384615384615384,0.23076923076923078,1.3076923076923077,62.5,High,High,0.0
Ben Nelson,Leicester City,Defender,17,0,183.0,72.5,0,0,0,0,0,0,0,0,,,,,,,
Luke Thomas,Leicester City,Defender,19,15,179.58823529411762,69.38461538461539,1,1,493,7,6,2,0,11,0.4666666666666667,0.13333333333333333,0.7333333333333333,32.86666666666667,High,Medium,0.06666666666666667
Vontae Daley-Campbell,Leicester City,Defender,20,0,178.55,71.85714285714286,0,0,0,0,0,0,0,0,,,,,,,
Youri Tielemans,Leicester City,Midfielder,24,86,176.0,72.0,12,14,4776,43,27,10,0,77,0.5,0.11627906976744186,0.8953488372093024,55.53488372093023,Medium,High,0.13953488372093023
James Maddison,Leicester City,Midfielder,24,96,175.0,73.0,21,15,3861,47,32,11,1,79,0.4895833333333333,0.11458333333333333,0.8229166666666666,40.21875,Medium,Medium,0.21875
Marc Albrighton,Leicester City,Midfielder,31,285,175.0,74.0,18,42,6288,107,100,34,1,175,0.37543859649122807,0.11929824561403508,0.6140350877192983,22.063157894736843,Medium,Medium,0.06315789473684211
Harvey Barnes,Leicester City,Midfielder,23,80,174.0,66.0,16,14,1621,38,28,0,0,44,0.475,0.0,0.55,20.2625,Low,Low,0.2
Hamza Choudhury,Leicester City,Midfielder,23,47,178.0,64.0,1,2,1135,21,15,4,1,30,0.44680851063829785,0.0851063829787234,0.6382978723404256,24.148936170212767,Medium,Medium,0.02127659574468085
Wilfred Ndidi,Leicester City,Midfielder,24,144,183.0,74.0,7,8,7375,65,49,25,2,239,0.4513888888888889,0.1736111111111111,1.6597222222222223,51.21527777777778,High,High,0.04861111111111111
Dennis Praet,Leicester City,Midfielder,27,42,181.0,78.0,2,3,815,21,15,2,0,30,0.5,0.047619047619047616,0.7142857142857143,19.404761904761905,Low,Medium,0.047619047619047616
Cengiz Ãnder,Leicester City,Midfielder,23,9,173.0,66.0,0,2,111,2,6,0,0,1,0.2222222222222222,0.0,0.1111111111111111,12.333333333333334,Low,Low,0.0
Shane Flynn,Leicester City,Midfielder,19,0,179.58823529411762,69.38461538461539,0,0,0,0,0,0,0,0,,,,,,,
Sidnei Tavares,Leicester City,Midfielder,19,2,179.58823529411762,69.38461538461539,0,0,26,1,0,0,0,1,0.5,0.0,0.5,13.0,Low,Low,0.0
Nampalys Mendy,Leicester City,Midfielder,28,64,167.0,73.0,0,1,2336,29,24,11,0,49,0.453125,0.171875,0.765625,36.5,High,Medium,0.0
Ethan Fitzhugh,Leicester City,Midfielder,18,0,184.0,74.0,0,0,0,0,0,0,0,0,,,,,,,
Thakgalo Leshabela,Leicester City,Midfielder,21,1,175.0,72.0,0,0,7,1,0,0,0,0,1.0,0.0,0.0,7.0,Low,Low,0.0
